x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,f1,f2,f3,f4,f5,case,uno,sero
0.709405235,-0.257855184,-0.73123083,0.23726718,0.551519496,-0.420115064,-0.558740262,1.332724842,2.369179409,0.591164898,1.497571198,1.45109437,0.703246728,-2.0378508,0.098283609,-0.072901271,-1.715468904,-0.230398084,0.411897746,0.47532951,-1.944334266,-1.114308648,-0.07186585,0.02386107,-0.428266837,0,1,0,0,0,28,1,0
0.652893369,-0.663945883,1.135185451,-0.639433915,0.533981121,-0.37311031,0.752506413,0.354007528,0.348250374,1.038110387,1.125993103,1.868399769,-0.234240455,0.02851419,0.964971765,0.185148448,-1.063439961,-0.181829302,0.601920443,-0.835205105,2.769228831,-1.242844958,-0.054224344,-1.072196128,0.118761709,0,0,0,1,0,29,1,0
0.357395732,0.050364589,0.946750359,-0.44153787,-1.17726655,-0.388831838,-1.602634377,0.537894147,-0.228983449,-1.532009985,-0.605967605,0.440591214,0.641621962,-0.517816687,0.275342131,0.185744804,2.160559625,0.527453169,-0.653228664,0.223253594,-1.849723494,0.130942139,0.762521129,-1.499376586,-1.130931582,0,1,0,0,0,30,1,0
0.093171528,-0.778173658,-1.274828064,0.347203558,-0.817008334,1.562224319,0.154793547,-0.829706926,-0.662796282,1.276308459,0.092183383,1.304741854,0.507969182,-0.567865197,0.01028776,-0.096703012,-0.598954841,-0.739115769,0.117638338,-1.336084819,-0.81229235,0.251194679,-0.994714405,-1.216674366,-0.368712787,0,0,0,1,0,31,1,0
0.666905353,0.227589449,2.85739832,0.775519601,0.060696073,-0.06704081,-1.713745442,-1.596724573,-0.076841207,1.207111181,0.897208392,1.822785453,-0.025754812,-0.862867494,0.089473764,-0.409250574,1.071694095,0.662485988,0.024808662,0.391803981,-0.748476633,-0.551756184,-3.765808927,1.026228517,1.875860207,1,0,0,0,0,32,1,0
-0.648109066,1.07958733,1.424330804,-0.31496005,-0.269800835,1.083088835,-0.440470397,1.457091772,-1.480596482,-0.103295481,0.938598152,-1.254368369,-1.483995947,1.128386051,-0.831933214,0.704821346,1.210532111,0.715474947,-1.863955634,-1.19433408,-1.2172437,-0.56951684,1.135134057,1.735972082,1.548619504,0,0,1,0,0,33,1,0
0.669446382,1.216061489,-0.217312944,-0.823668354,-0.410227166,-0.400008829,-0.289567052,-2.66641485,-1.342039227,-0.922706002,1.399181865,0.608872641,-0.485711521,1.122581953,-1.516986857,-0.101096515,0.739626479,0.178441436,1.007368287,1.111330633,-0.376208219,-0.36128241,-2.461821213,1.056018912,-0.118766987,0,0,1,0,0,34,1,0
1.332533686,0.447458755,0.96593946,0.862108533,-0.254664007,-0.317565356,-0.323924482,1.500481914,1.136218456,1.151296801,-0.835087625,-0.041613896,0.187558607,-0.516193994,0.212722474,-0.728416252,0.318947533,-0.508637518,0.760184129,-0.07468471,-0.553240551,0.499616265,-0.013258033,-0.9098352,-0.562851406,1,0,0,0,0,35,1,0
-0.088452835,0.036095519,-0.794532476,0.051926224,0.633928643,0.107623625,1.528191305,0.421226619,-0.072173308,0.696999091,0.77879269,0.607637195,-0.586449469,-0.528700567,-0.09631387,-1.095922361,-0.933831003,0.918382246,1.098258424,0.518612092,1.53698099,0.600316242,-0.308518189,0.139095215,1.243650426,0,0,0,1,0,36,1,0
-1.331311056,-0.326937921,0.053528625,-0.526975935,2.805783627,-0.451844439,0.473338997,-0.254932715,-0.873973174,-0.92411327,-0.208256201,-1.743011481,1.784017769,-1.035232197,-1.397348543,0.745934484,-0.519072211,1.303407712,-0.785144528,-1.780038121,0.941749777,0.688718285,0.492588626,-1.154487572,-0.439469505,0,0,0,1,0,37,1,0
-1.027352946,-0.19802856,-0.579414507,-0.630027468,2.373941364,0.58992127,0.512239301,0.377355603,0.882872228,0.303328451,-0.261863962,1.350613876,-0.41649912,-0.789507962,-0.106481885,-0.543088221,-1.533731626,1.554731136,0.230604291,-0.817727632,0.146856376,-0.027178488,-1.557156594,-0.644038344,-0.068617681,0,0,0,1,0,38,1,0
0.208211812,-1.456719316,-0.338947433,1.33976642,-0.455014898,0.24007262,-0.472949561,-0.60115648,0.847052837,1.006296317,0.729687684,-0.825452715,0.666022812,0.431748874,0.572803124,1.141870787,-0.727205296,0.621479671,-1.247874195,-1.097741164,0.680795159,2.255563663,-0.258355405,1.089744554,1.062216281,1,0,0,0,0,39,1,0
-1.538435832,0.612069586,-0.996407862,2.081559391,1.587223793,0.688736275,1.225477944,-0.587863412,0.568706703,0.077911851,-0.428182404,0.355019602,0.86291403,-2.652205019,1.140429291,-1.362825946,-0.552082097,0.040097023,-0.642853129,-0.989077467,-0.5073343,0.211541884,1.160588236,0.069871032,-0.261397739,0,0,0,0,1,40,1,0
0.358778046,-0.370233662,-0.569347878,-0.180233598,-0.197029407,1.05823946,-0.926300607,0.167889651,0.089417609,-1.058467302,-0.229096923,-1.286528496,-0.204604833,-0.681533824,-0.5651655,1.138340793,-0.981732979,0.140748968,-0.593257336,1.887575884,-0.180616514,0.991702253,0.057815949,0.068748617,1.011676174,0,1,0,0,0,41,1,0
0.695229793,0.482189205,0.225020523,1.537442524,-1.275303637,-0.171384036,1.105841676,0.909926492,0.623393572,0.12320139,-0.378631994,1.195813778,-2.393211461,-0.592838795,-0.808239938,0.041064874,0.357127829,-2.323320016,-0.783271149,0.39556102,-0.288314191,0.631441251,0.492420549,0.141672113,-0.072590665,1,0,0,0,0,42,1,0
0.949487919,-1.173712009,-0.444508094,-0.38973919,1.486923187,1.287067286,-3.242003579,-0.343432844,0.511519922,0.21512267,0.27679415,1.741969293,-0.936544595,0.472162441,-1.496023539,0.424784521,-1.609547654,0.117545443,-0.445484487,0.842773475,-1.360772256,-1.695588372,0.273326406,-0.571370841,0.97275891,0,1,0,0,0,43,1,0
-0.22628521,-0.875057948,-0.828861881,-0.487920278,-0.366410324,0.466381467,-0.194784009,1.064626857,0.975118454,-0.14759195,0.312834791,-0.416861984,-0.865987086,0.614446744,0.547330113,0.389569793,-0.048934352,-0.726769631,1.040157826,1.44672103,-0.386401939,0.234792352,-0.214938872,-0.113956789,-0.019242587,0,1,0,0,0,44,1,0
1.117137361,-0.547823645,0.07080077,-0.408679483,0.401088627,2.922946648,-1.34399994,0.293100798,-0.0650073,-0.016733221,-2.480096079,1.512749906,-0.186224836,-0.0605218,0.221881217,1.016963978,0.315296086,-1.215397102,-0.271617881,0.366355458,-1.435327852,-0.781898559,-0.997858024,1.347255627,0.924232997,0,1,0,0,0,45,1,0
1.131004641,0.239670058,-0.82146687,0.094128998,-0.530450735,1.160237319,-0.136488059,1.220653308,-0.826191306,0.637431568,-0.744725355,-0.415707176,-1.984273668,-0.704816549,-1.572286574,-0.546897821,0.010104548,0.165890362,-0.122531945,-0.526133491,-0.046011283,0.226615353,0.449435699,-1.147633249,1.055489666,0,1,0,0,0,46,1,0
-0.002967415,-0.528949939,1.309258212,-0.724657587,-0.311916636,1.586517797,-1.019857488,-0.100847081,-0.832851151,0.600168769,1.631821953,0.388698099,-0.391879837,3.129409434,1.409783781,1.985372475,0.321282307,-0.74645786,-0.021119356,1.116730252,-0.532530999,0.076705064,-0.180752915,0.358045499,-0.411235571,0,0,1,0,0,47,1,0
0.577251927,-0.259184943,-0.164809163,0.293623375,0.039482318,2.127767536,1.191290585,0.707325989,-2.339638035,0.647467927,0.365902782,1.008904643,0.437201144,-0.30841018,-0.174869184,-0.180842876,0.603853396,-1.542728492,-0.190445687,0.351976011,-0.518004653,-0.066535122,-1.675372975,0.142468737,-0.276258203,1,0,0,0,0,48,1,0
-0.36621058,0.770603396,1.505849532,0.802720884,-1.015574285,-1.415046003,0.024715343,-1.338085652,1.00752748,-0.659452214,1.140127386,0.9949156,0.910932485,2.101560647,-1.114773687,-0.5648098,0.627487233,0.50464277,-0.691097823,0.107446944,-0.71784654,1.052270309,2.540108914,-0.448198376,0.56819021,0,0,1,0,0,49,1,0
-0.979519464,0.210255285,-0.716887512,1.506610005,-0.870540286,-0.237813362,-0.44550661,-0.477588717,3.096570679,1.723757251,-0.21792794,0.025200271,0.449012213,-1.250482458,-0.282190749,0.377045078,-0.265559254,0.493055836,-0.242716682,0.711914784,-0.01344508,1.344599768,0.3445883,1.840047604,-1.60301815,0,1,0,0,0,50,1,0
-0.732231906,0.177002136,-1.840399052,-0.93902214,0.544180669,1.375395097,-1.207983534,-0.609093086,-0.389464571,-0.662270305,-1.256430655,0.520271329,0.57793177,-1.092147845,0.431418466,-0.87886812,-1.087405312,0.005716696,-0.778055774,-0.348214334,0.657365988,-0.405972573,0.669216068,0.262892289,-0.882014412,0,0,0,0,1,51,1,0
0.914296583,-1.163841352,-1.595710515,-1.706998815,-1.30015379,-1.29069996,-0.086968214,-0.093741253,-0.368386501,-1.412077828,-1.998082337,-0.7340422,-1.593953449,0.925632653,-1.453067826,1.349455984,0.880056352,-0.796193149,-0.835257816,-0.668630605,-1.154280181,-1.006637123,0.416345164,-0.217911795,-1.281953684,0,0,0,0,1,52,1,0
1.985252783,-0.571484726,1.309092563,-0.447613513,-0.240300269,1.227084257,-0.205933635,0.178506852,-0.539206145,-0.276896627,1.267212587,0.870186897,1.169166445,-0.399869268,0.4458305,0.671233244,0.345358127,-2.328241965,-0.62815396,-1.731423812,0.521985069,2.131505286,-0.039097943,-0.193882445,0.539352689,1,0,0,0,0,53,1,0
-0.297382703,-0.406004498,-1.268042603,-0.730322235,-0.732123428,0.114333335,1.333350823,-1.047812384,1.416807684,-1.598244507,-1.339296678,0.552170189,0.99233528,-1.096993202,-0.187450578,-2.211662499,-0.236698254,-0.741851954,1.801145201,-0.017457926,-0.528962859,0.276875629,-0.090888816,0.036171789,0.071048127,0,0,1,0,0,54,1,0
1.16904146,1.930211623,0.131325379,-0.992705728,0.073683874,-1.02059744,-0.102364818,0.182946098,0.865231341,-0.024013423,1.063427341,0.45664163,1.007799533,1.173755153,0.858478268,0.888620554,0.473909103,-1.408779011,0.747048888,-0.030082443,-0.638543359,-1.734197387,1.605031306,1.21180398,-0.416550021,0,0,0,0,1,55,1,0
1.230260718,-0.409992734,-0.866170952,-0.318529181,-0.083157775,0.946352237,0.246280897,-1.410120815,-1.114818264,2.371837167,-0.661926571,-0.635426581,-1.124101809,-0.070390472,1.973261377,1.1537663,-0.112755062,-1.128204171,-0.640806433,-0.518200931,-1.859919131,0.848770935,-0.003138426,-0.793431055,-1.263629478,0,0,0,0,1,56,1,0
0.474656055,-1.895474873,1.045943206,-0.852167699,0.611305371,0.043737923,-0.965580739,-1.16053517,0.911903168,-0.09835904,0.858901664,-0.730973685,-0.236503508,-0.350856977,0.231796441,1.006539373,-0.811315544,-1.008700454,1.244722012,1.369284403,-0.135297475,-0.039519977,-0.005504798,1.161818742,0.070651503,0,1,0,0,0,57,1,0
-0.815870851,0.84594429,2.475035273,1.107046108,3.602676734,0.786119286,0.097991814,-1.575509155,0.586639824,0.2825039,1.741347427,0.716861887,0.786900041,0.061041572,1.954268032,0.42163773,0.66369654,-0.481008895,-0.51086864,0.559402413,0.367099754,2.091303304,0.763906425,-1.276154101,-0.605015067,0,0,0,0,1,58,1,0
0.550306463,-0.732407959,-1.305512117,-0.254505017,-2.057936229,-0.044536691,-0.626737967,0.004617006,-1.437249524,0.170423335,-1.897278891,-1.209844677,1.523237521,-0.758084386,0.223121874,-0.660097161,0.343246354,1.06735902,-1.757056795,0.327490644,-0.262148301,0.555251665,1.555421748,-0.337109044,1.369453681,1,0,0,0,0,59,1,0
0.495721757,0.544114708,1.201045353,0.31239252,2.170447937,0.827876093,1.616528857,-1.548745888,-1.614840564,0.692520151,-1.321920733,-0.434910887,-0.09704423,1.889774581,-0.262721308,-0.023087828,0.287229709,0.156917055,1.802366397,-0.134860635,1.760872654,-2.501750064,1.330177137,1.134851244,-0.827132323,0,0,0,0,1,60,1,0
0.522586228,0.700374618,0.048556961,0.226991882,-1.212717537,2.271388709,-0.370749895,0.862618953,-0.619121205,1.120998577,2.319232156,0.6117851,1.200628378,2.12607034,-0.60615617,-0.103513513,-0.250038907,0.823191919,-0.168709316,2.003263478,-0.181196024,-0.644281853,0.904756232,0.317486709,0.270776991,0,0,1,0,0,61,1,0
-0.952380587,-1.017594699,-1.078280558,1.559252768,-0.865321806,-0.877082937,0.888369814,1.446695336,-1.089001807,0.282531277,0.193891668,0.149291966,-1.531770217,-0.604245566,-0.253642267,-0.911607928,0.022558035,-1.130559272,0.197616018,-1.103588649,1.683899858,1.085894324,-0.899040871,0.800726693,1.60061265,1,0,0,0,0,62,1,0
0.313610991,-0.849544862,0.315447388,-0.540546351,1.463415493,0.4229218,0.549338724,-0.506444767,0.168624645,0.692432533,-1.661776458,1.039875396,-0.190579244,-0.44348339,-1.135606711,1.898925425,0.802679278,0.115858675,-0.042155744,-0.006245305,0.230681878,-0.419912261,-1.614328072,1.094694482,-1.359702569,0,0,0,0,1,63,1,0
-1.121719823,-0.07719056,0.260945177,1.477141364,-0.096010795,-1.308852532,-0.380099457,-0.941135046,1.307783739,-0.834935093,0.202746474,-0.293352255,-0.686017972,0.591337354,0.252988553,0.109378989,-0.35983406,-0.191041807,0.297428362,0.889311947,-1.25213702,-1.659236897,-0.291498428,0.935355108,-0.521528721,0,0,1,0,0,64,1,0
-0.392487391,1.471579645,0.282518508,1.584724163,0.959304456,-1.517207658,0.342718295,-0.113980105,-1.408439711,0.341721715,-1.66104857,0.388875616,0.084877331,-1.66387711,-0.321734055,-1.092620638,0.126381287,-0.569171691,2.577496648,1.601741276,-0.802673042,-0.513005377,1.344337194,-1.194395208,-2.938787344,0,0,0,0,1,65,1,0
-0.243921725,-0.767647477,-0.887881445,2.231951237,1.018870881,-0.385673885,-1.574539637,-0.251146337,-1.441472193,0.498343294,1.350411704,-0.923184729,0.177619964,1.481505028,1.34280151,1.064613134,-0.827726227,1.131667648,-0.384392072,2.044616334,2.253693924,1.543045637,-0.252806102,0.457519038,-0.08555621,0,0,1,0,0,66,1,0
-0.685966727,0.21997995,-0.479887794,-1.685631124,-0.390925783,-1.291331614,0.836030086,-0.360921677,-1.361367846,-1.827817185,0.839426375,-0.61541827,0.522298109,-0.912455894,-0.999707629,-1.328397159,-0.522572326,-0.178080912,-1.687082688,1.398047992,-2.474119814,-0.704833269,-0.270678349,0.866289638,0.710937282,0,0,1,0,0,67,1,0
-1.634627248,0.136492272,-1.477954046,-0.322844164,-0.269293581,0.239323301,0.371309936,-1.045170375,0.801982735,-0.424186022,0.108877325,0.50813077,2.091743612,-0.072862779,0.080727026,1.274168501,1.680442816,0.245114585,0.612430882,1.326119643,-0.706434602,0.558760975,1.676823696,1.277836209,-1.282325757,0,0,0,0,1,68,1,0
0.206548201,1.187573786,0.615396714,-0.233790261,0.197493979,-2.482766553,-1.299697598,1.312325005,0.53729377,-1.426154859,-0.465302021,-0.094055474,1.064924578,-0.628005654,0.297337418,-1.052503668,1.715453009,0.783521682,0.621403247,1.320297056,0.100848304,-1.042899134,-0.16380952,-0.026464593,-0.056746336,0,0,0,0,1,69,1,0
0.150726618,-1.422039718,1.224366462,0.985999039,1.327762351,1.159024583,-0.297255143,0.851727606,-1.169869757,0.858071346,-0.499016888,1.691529152,0.934138185,-0.500148786,-0.02832835,-1.588944551,0.150115268,-0.542889736,-0.89625331,0.132330776,0.590915865,1.896491721,-1.144248456,-1.860251408,0.543457132,1,0,0,0,0,70,1,0
0.478819662,0.494334775,-1.223846305,0.138289203,-0.096584164,1.308756941,0.316482267,0.659253285,1.280221228,1.964845203,-0.48319746,-0.256589617,2.178538838,-1.290661845,1.912419977,-0.267867215,-2.310220609,-1.452666013,-1.702711141,-0.02077668,0.625225917,0.997491024,-0.159094112,0.311462824,0.262952388,0,0,0,0,1,71,1,0
0.414502925,-0.742580781,0.687428145,-0.977820874,-0.349460788,-0.720782859,-1.276032767,-0.755274908,-0.478700297,1.087649776,0.063553697,-1.294516744,-1.629571909,-2.137447,-0.464952911,-2.536788496,0.550790218,2.482539866,0.489842371,1.635994786,0.032310975,1.388787402,1.210556264,1.329847971,0.983791412,1,0,0,0,0,72,1,0
1.239428372,0.431568894,0.681989483,1.220919621,-0.648935797,-1.830197756,0.424752024,-0.679436245,-0.480189847,0.976169361,-0.108607933,-0.305456621,0.016317211,0.390021858,1.572034885,-0.634966683,-0.570399526,0.38753815,0.158679096,1.352011371,0.841228915,-1.163184189,0.904440071,1.472217672,1.061409986,1,0,0,0,0,73,1,0
0.428053913,-0.667213712,0.8694361,-1.11637842,0.395229981,0.287781426,-0.066575582,-1.30611265,0.315685991,0.391335871,0.364213212,0.345936418,0.281640769,0.521340483,-0.088137446,-2.21799504,0.608976699,0.492103583,-0.53646221,0.433975794,0.24023398,-0.829669653,0.54949612,-0.196137086,-1.26366006,0,0,0,0,1,74,1,0
0.191705844,-0.410813876,-0.278801922,0.121640469,0.996479118,-0.673443782,0.065800093,0.238232299,-1.131742788,0.47755406,-1.244619544,1.025336324,-1.403070295,-1.489752883,0.250785169,1.67199692,-0.76542872,-0.147689848,-1.635622096,-0.568890168,-1.86392213,1.544217128,0.798732917,-1.399094019,-0.521422218,0,0,0,1,0,75,1,0
1.09383706,1.218438292,-1.610491972,0.399250731,0.277560623,-0.223673684,-0.86220799,0.410607425,1.476235679,0.722856153,0.817343335,1.019748704,-0.621716664,1.18701973,0.575756749,-0.696798666,0.350455491,0.859496767,1.551076343,-1.48045049,-0.735411772,0.060679939,1.101238799,-0.357074572,-0.267615807,0,0,0,1,0,76,1,0
1.035365424,0.161904376,-0.065383275,0.501334363,0.727849651,-2.768927221,-1.141279596,1.101680473,-1.528633921,1.335294322,-0.470149273,-1.13540045,0.654752621,-0.292922156,-2.449622823,-0.284438943,-0.186690076,1.357792486,-1.286121389,-0.101008641,0.288972442,-0.591132003,-1.961562406,0.593104727,-2.78652436,0,0,1,0,0,77,1,0
